Taxon name,RelAbReads,PredictedRelAb,Mock_community,Tool,Level,ComType
Candida albicans,10.0,11.707538356403635,small_1,kraken,Species,EqualReads
Debaryomyces hansenii,10.0,11.728637455354892,small_1,kraken,Species,EqualReads
Kluyveromyces lactis,10.0,11.732505623495957,small_1,kraken,Species,EqualReads
Malassezia restricta,10.0,11.712344262275867,small_1,kraken,Species,EqualReads
Saccharomyces cerevisiae,10.0,11.679406224468625,small_1,kraken,Species,EqualReads
Saccharomyces kudriavzevii,10.0,11.739890308128896,small_1,kraken,Species,EqualReads
Yarrowia lipolytica,10.0,11.592548267119282,small_1,kraken,Species,EqualReads
Aspergillus,10.0,7.3288075422565875,small_1,kraken,Genus,EqualReads
Candida,10.0,11.718387763035262,small_1,kraken,Genus,EqualReads
Debaryomyces,10.0,11.715577682339111,small_1,kraken,Genus,EqualReads
Kazachstania,10.0,0.07481839853501127,small_1,kraken,Genus,EqualReads
Kluyveromyces,10.0,11.75292833825878,small_1,kraken,Genus,EqualReads
Malassezia,10.0,11.702932319206433,small_1,kraken,Genus,EqualReads
Neurospora,10.0,9.764210812253825,small_1,kraken,Genus,EqualReads
Saccharomyces,20.0,23.56276081061461,small_1,kraken,Genus,EqualReads
Yarrowia,10.0,11.579640028662823,small_1,kraken,Genus,EqualReads
Aspergillaceae,10.0,8.295561526174938,small_1,kraken,Family,EqualReads
Debaryomycetaceae,20.0,26.484471688333667,small_1,kraken,Family,EqualReads
Malasseziaceae,10.0,13.215857283391689,small_1,kraken,Family,EqualReads
Saccharomycetaceae,40.0,40.732464537694234,small_1,kraken,Family,EqualReads
Sordariaceae,10.0,11.132942657372245,small_1,kraken,Family,EqualReads
Candida albicans,10.0,14.149372910288784,small_2,kraken,Species,EqualReads
Debaryomyces hansenii,10.0,14.135970543007492,small_2,kraken,Species,EqualReads
Kluyveromyces lactis,10.0,14.098302837069538,small_2,kraken,Species,EqualReads
Malassezia restricta,10.0,14.09999576767349,small_2,kraken,Species,EqualReads
Saccharomyces cerevisiae,10.0,14.028328372106147,small_2,kraken,Species,EqualReads
Candida,20.0,14.380813937109469,small_2,kraken,Genus,EqualReads
Debaryomyces,10.0,14.114027822382988,small_2,kraken,Genus,EqualReads
Kluyveromyces,10.0,14.095997926561981,small_2,kraken,Genus,EqualReads
Malassezia,10.0,14.089518432751305,small_2,kraken,Genus,EqualReads
Saccharomyces,10.0,14.07444656671343,small_2,kraken,Genus,EqualReads
Tetrapisispora,10.0,0.010564392082621998,small_2,kraken,Genus,EqualReads
Debaryomycetaceae,30.0,28.799121565977575,small_2,kraken,Family,EqualReads
Malasseziaceae,10.0,14.081128449859579,small_2,kraken,Family,EqualReads
Saccharomycetaceae,30.0,42.33390347079981,small_2,kraken,Family,EqualReads
Candida albicans,10.0,12.32061594439912,small_3,kraken,Species,EqualReads
Debaryomyces hansenii,10.0,12.339746952307014,small_3,kraken,Species,EqualReads
Fusarium falciforme,10.0,12.078701263757354,small_3,kraken,Species,EqualReads
Kluyveromyces lactis,10.0,12.328885476849628,small_3,kraken,Species,EqualReads
Kluyveromyces marxianus,10.0,12.31678974281754,small_3,kraken,Species,EqualReads
Malassezia restricta,10.0,12.33431621457832,small_3,kraken,Species,EqualReads
Saccharomyces cerevisiae,10.0,12.26939421354895,small_3,kraken,Species,EqualReads
Aspergillus,10.0,0.5698482167341573,small_3,kraken,Genus,EqualReads
Candida,10.0,12.282602413431398,small_3,kraken,Genus,EqualReads
Debaryomyces,10.0,12.294284670787839,small_3,kraken,Genus,EqualReads
Fusarium,10.0,12.241407084858688,small_3,kraken,Genus,EqualReads
Kluyveromyces,20.0,24.56950881641517,small_3,kraken,Genus,EqualReads
Malassezia,10.0,12.294530613047975,small_3,kraken,Genus,EqualReads
Saccharomyces,10.0,12.26354188827089,small_3,kraken,Genus,EqualReads
Aspergillaceae,10.0,0.6570988807805032,small_3,kraken,Family,EqualReads
Cryptococcaceae,10.0,12.297522571254351,small_3,kraken,Family,EqualReads
Debaryomycetaceae,20.0,24.574022895808337,small_3,kraken,Family,EqualReads
Malasseziaceae,10.0,12.291129841263597,small_3,kraken,Family,EqualReads
Nectriaceae,10.0,12.238021007494247,small_3,kraken,Family,EqualReads
Saccharomycetaceae,30.0,36.83613957788312,small_3,kraken,Family,EqualReads
Candida albicans,2.0,3.610351564579118,median_1,kraken,Species,EqualReads
Cryptococcus neoformans,2.0,3.588032369574644,median_1,kraken,Species,EqualReads
Debaryomyces hansenii,2.0,3.609535441391355,median_1,kraken,Species,EqualReads
Eremothecium cymbalariae,2.0,3.5522294001636507,median_1,kraken,Species,EqualReads
Eremothecium sinecaudum,2.0,3.536616608745576,median_1,kraken,Species,EqualReads
Kazachstania africana,2.0,3.5672034864782582,median_1,kraken,Species,EqualReads
Kluyveromyces lactis,2.0,3.554500351642643,median_1,kraken,Species,EqualReads
Malassezia japonica,2.0,3.5557777618495767,median_1,kraken,Species,EqualReads
Malassezia restricta,2.0,3.5496036125160653,median_1,kraken,Species,EqualReads
Malassezia vespertilionis,2.0,3.5489649074125986,median_1,kraken,Species,EqualReads
Saccharomyces cerevisiae,2.0,3.535410165772361,median_1,kraken,Species,EqualReads
Saccharomyces paradoxus,2.0,3.5318972877032944,median_1,kraken,Species,EqualReads
Saccharomycodes ludwigii,2.0,3.5462326689144357,median_1,kraken,Species,EqualReads
Sugiyamaella lignohabitans,2.0,3.55606163078445,median_1,kraken,Species,EqualReads
Torulaspora delbrueckii,2.0,3.5518745639950575,median_1,kraken,Species,EqualReads
Zygosaccharomyces rouxii,2.0,3.5585454839645987,median_1,kraken,Species,EqualReads
Zygotorulaspora mrakii,2.0,3.5513777933590287,median_1,kraken,Species,EqualReads
Aspergillus,8.0,6.87985276843681,median_1,kraken,Genus,EqualReads
Botrytis,2.0,1.6087196819029284,median_1,kraken,Genus,EqualReads
Candida,4.0,4.2256278473462,median_1,kraken,Genus,EqualReads
Cryptococcus,4.0,3.6392671215353016,median_1,kraken,Genus,EqualReads
Debaryomyces,2.0,3.5947061093465753,median_1,kraken,Genus,EqualReads
Eremothecium,4.0,7.071984587049107,median_1,kraken,Genus,EqualReads
Fusarium,2.0,3.3448676032606928,median_1,kraken,Genus,EqualReads
Kazachstania,4.0,3.5525480700593817,median_1,kraken,Genus,EqualReads
Kluyveromyces,2.0,3.553572867326212,median_1,kraken,Genus,EqualReads
Malassezia,6.0,10.613754616888377,median_1,kraken,Genus,EqualReads
Neurospora,2.0,0.8691340957824999,median_1,kraken,Genus,EqualReads
Penicillium,2.0,1.0936707107287087,median_1,kraken,Genus,EqualReads
Saccharomyces,4.0,7.092233167528203,median_1,kraken,Genus,EqualReads
Saccharomycodes,2.0,3.5316634085181144,median_1,kraken,Genus,EqualReads
Sugiyamaella,2.0,3.541451989308184,median_1,kraken,Genus,EqualReads
Torulaspora,2.0,3.544314354087952,median_1,kraken,Genus,EqualReads
Zygosaccharomyces,2.0,3.5439256378832917,median_1,kraken,Genus,EqualReads
Zygotorulaspora,2.0,3.5367873948522663,median_1,kraken,Genus,EqualReads
Aspergillaceae,10.0,7.975316613126015,median_1,kraken,Family,EqualReads
Chaetomiaceae,2.0,0.398794056370279,median_1,kraken,Family,EqualReads
Cryptococcaceae,14.0,21.343261728225187,median_1,kraken,Family,EqualReads
Debaryomycetaceae,10.0,7.948890288413874,median_1,kraken,Family,EqualReads
Didymellaceae,2.0,0.4228211953942691,median_1,kraken,Family,EqualReads
Malasseziaceae,6.0,10.597026773853816,median_1,kraken,Family,EqualReads
Nectriaceae,2.0,3.3395959136222584,median_1,kraken,Family,EqualReads
Saccharomycetaceae,20.0,35.54132509142485,median_1,kraken,Family,EqualReads
Saccharomycodaceae,2.0,3.5260973187335827,median_1,kraken,Family,EqualReads
Sclerotiniaceae,2.0,1.6061842539326359,median_1,kraken,Family,EqualReads
Sordariaceae,2.0,1.8703063724841626,median_1,kraken,Family,EqualReads
Trichomonascaceae,2.0,3.5358704721985537,median_1,kraken,Family,EqualReads
Ustilaginaceae,2.0,0.49871308385330393,median_1,kraken,Family,EqualReads
Ascochyta rabiei,2.0,4.859146774395638,median_2,kraken,Species,EqualReads
Brettanomyces bruxellensis,2.0,4.7660293040014885,median_2,kraken,Species,EqualReads
Candida albicans,2.0,4.888382432786462,median_2,kraken,Species,EqualReads
Cryptococcus gattii,2.0,4.591706944797761,median_2,kraken,Species,EqualReads
Debaryomyces hansenii,2.0,4.865933623664937,median_2,kraken,Species,EqualReads
Fusarium falciforme,2.0,4.661616238319975,median_2,kraken,Species,EqualReads
Kluyveromyces lactis,2.0,4.778511411398869,median_2,kraken,Species,EqualReads
Malassezia restricta,2.0,4.822792043344712,median_2,kraken,Species,EqualReads
Naumovozyma castellii,2.0,4.78202348724452,median_2,kraken,Species,EqualReads
Neurospora crassa,2.0,8.759259540506575,median_2,kraken,Species,EqualReads
Saccharomyces cerevisiae,2.0,4.738264920627086,median_2,kraken,Species,EqualReads
Tetrapisispora phaffii,2.0,4.775853624272431,median_2,kraken,Species,EqualReads
Ascochyta,2.0,4.818356846332429,median_2,kraken,Genus,EqualReads
Aspergillus,8.0,6.913513546584165,median_2,kraken,Genus,EqualReads
Brettanomyces,2.0,4.7583526954570505,median_2,kraken,Genus,EqualReads
Candida,6.0,5.223514285458806,median_2,kraken,Genus,EqualReads
Cryptococcus,6.0,9.566967691412065,median_2,kraken,Genus,EqualReads
Debaryomyces,2.0,4.825086723646295,median_2,kraken,Genus,EqualReads
Fusarium,2.0,4.889467647879641,median_2,kraken,Genus,EqualReads
Kluyveromyces,2.0,4.7952023034064,median_2,kraken,Genus,EqualReads
Malassezia,4.0,4.921987544550141,median_2,kraken,Genus,EqualReads
Naumovozyma,2.0,4.787813556984883,median_2,kraken,Genus,EqualReads
Neurospora,4.0,8.685730259928569,median_2,kraken,Genus,EqualReads
Ogataea,8.0,11.556187651569308,median_2,kraken,Genus,EqualReads
Saccharomyces,2.0,4.817603853066542,median_2,kraken,Genus,EqualReads
Scheffersomyces,2.0,0.23178073965587268,median_2,kraken,Genus,EqualReads
Tetrapisispora,4.0,4.735762897480438,median_2,kraken,Genus,EqualReads
Aspergillaceae,8.0,7.02238548313984,median_2,kraken,Family,EqualReads
Chaetomiaceae,2.0,0.5235257781838423,median_2,kraken,Family,EqualReads
Cordycipitaceae,2.0,0.659985391070703,median_2,kraken,Family,EqualReads
Cryptococcaceae,8.0,10.242362606777885,median_2,kraken,Family,EqualReads
Debaryomycetaceae,16.0,15.359621577059754,median_2,kraken,Family,EqualReads
Didymellaceae,2.0,4.809344077864184,median_2,kraken,Family,EqualReads
Malasseziaceae,4.0,4.912780934172916,median_2,kraken,Family,EqualReads
Metschnikowiaceae,2.0,0.2432316266878363,median_2,kraken,Family,EqualReads
Nectriaceae,2.0,4.880321866185025,median_2,kraken,Family,EqualReads
Pichiaceae,10.0,16.358524733011247,median_2,kraken,Family,EqualReads
Saccharomycetaceae,10.0,24.207747429932333,median_2,kraken,Family,EqualReads
Sordariaceae,4.0,8.76521665605836,median_2,kraken,Family,EqualReads
Trichosporonaceae,2.0,0.2303137631615414,median_2,kraken,Family,EqualReads
Candida albicans,2.0,4.2351551192808685,median_3,kraken,Species,EqualReads
Candida dubliniensis,2.0,4.193054830801343,median_3,kraken,Species,EqualReads
Candida orthopsilosis,2.0,4.600194945208582,median_3,kraken,Species,EqualReads
Debaryomyces hansenii,2.0,5.715754132739965,median_3,kraken,Species,EqualReads
Encephalitozoon cuniculi,2.0,3.9358059212145675,median_3,kraken,Species,EqualReads
